-10.8521787040412 -11.0420189588322 -266979.585029039 6 
-12.6160044017029 -12.8079500198364 -458269.143374565 6 
-11.660530395244 -11.885326385498 -295941.662729666 6 
-14.6610693339864 -14.7774034644864 -670586.01911673 4 
-12.8377969959038 -12.9541311264038 -423655.414940014 4 
-12.4678305146942 -12.6351804733276 -320308.145215385 5 
-10.4504419320751 -10.6443321495751 -203539.000735517 6 
-10.8665286166214 -11.0118522644043 -258258.882219437 6 
-14.1436589920947 -14.3375492095947 -569151.175466017 6 
-11.8806265944133 -12.0687475204468 -317940.624116825 6 
-10.6661003837345 -10.8386297731469 -193768.296388132 6 
-86.7071496490293 -86.9010398665293 -6642683.12625566 6 
-13.4921063272729 -13.7423086873432 -391042.683358634 5 
-11.3214179010732 -11.4765300750732 -184227.821866034 5 
-10.2035926545093 -10.3974828720093 -182986.865230683 6 
-11.7977009084076 -11.9189081192017 -348501.352273243 4 
-17.618837316966 -17.773949490966 -850530.500386753 5 
-10.1015533173511 -10.2954435348511 -189805.617016359 6 
-14.405760739675 -14.7515540858296 -503950.713097004 5 
-10.1733525956104 -10.3672428131104 -205807.112874539 6 
-11.8068968592322 -12.0871263476338 -171600.924695709 8 
-11.0384846819727 -11.6201553344727 -62097.5744164972 16 
-12.9435588139939 -13.3217692136674 -392593.867394376 4 
-10.0152698926812 -10.2144775390625 -218135.643309684 6 
-10.95451093191 -11.1329446123117 -256429.103161754 6 
-10.0895531210356 -10.3006458282471 -172242.11048472 6 
-11.9785806543068 -12.1430339813232 -236701.535645611 5 
-11.8768838608691 -12.0707740783691 -350393.484473927 6 
-12.3938476394763 -12.4967250823975 -521952.421689298 3 
-10.230085727019 -10.423975944519 -181186.217706616 6 
-11.6002303095205 -11.7553424835205 -199647.48919589 5 
-10.8212889761261 -11.0097312927246 -228077.263323657 6 
-13.5346722958379 -13.7706632614136 -438251.337702858 5 
-10.5092103512179 -10.6895847320557 -202012.160035785 6 
-11.7725592584951 -11.9276714324951 -230857.209088794 5 
-10.3269414154747 -10.5353260040283 -188339.756554341 6 
-11.5595931242109 -11.8310394287109 -171115.545612636 8 
-10.3484542174779 -10.5568799094386 -178748.49551323 6 
-122.12749820843 -122.28261038243 -10797223.9006595 5 
-10.4058682298851 -10.5997584473851 -194621.379834653 6 
-10.7248315813637 -10.948522567749 -243254.702214693 6 
-11.8860087838917 -12.09743309021 -357126.035545169 6 
-13.1939885747217 -13.3878787922217 -445711.480768273 6 
-11.1303651324466 -11.4466500247845 -269493.883438734 6 
-10.4421732067243 -10.6324577331543 -203704.929467351 6 
-12.0570352704705 -12.144157409668 -424647.75596069 3 
-11.9008742374003 -11.9658153491089 -331053.671159557 4 
-13.2137483323047 -13.4076385498047 -466691.754832681 6 
-10.0194610321948 -10.2133512496948 -204335.930993891 6 
-12.3342050278613 -12.5280952453613 -361855.686356515 6 
-10.4738010132739 -10.6676912307739 -193703.853584481 6 
-11.6284537004195 -11.8390760421753 -314852.380698334 6 
-13.1854169201296 -13.3405290941296 -329496.664950238 5 
-12.1347895593984 -12.2899017333984 -286135.024580563 5 
-12.6402699476199 -12.7232961654663 -594561.333205421 3 
-10.6482318604419 -10.8421220779419 -210351.324277838 6 
-12.522834331912 -12.7021049471435 -347049.256599226 6 
-18.0413917889285 -19.4343606623804 -1071142.12050197 6 
-43.7149617901807 -43.8700739641807 -3440738.52901858 5 
-12.6104119980762 -12.8043022155762 -437357.830888722 6 
-12.5963083587469 -12.9779048590394 -234527.781975332 5 
-10.5585912430713 -10.7524814605713 -239353.807213989 6 
-11.7110751831958 -11.9049654006958 -311135.910833093 6 
-11.7894581666652 -11.8283548355103 -674900.830866055 2 
-11.172918150689 -11.289252281189 -249367.619760741 4 
-11.4620588186862 -11.686442120386 -262352.358845569 4 
-11.3339833462404 -11.4768095016479 -179717.632878015 5 
-12.6059179313788 -12.7248079188425 -285254.156432363 5 
-20.2228253221226 -20.3944244384766 -3012481.59351739 2 
-11.589888280826 -11.713681707121 -257918.5105513 4 
-12.4406431733538 -12.5747490897949 -399833.483274927 4 
-10.2374232972095 -10.4313135147095 -212480.632118361 6 
-10.4739330011285 -10.6733131408691 -211575.150049862 6 
-10.1742299759814 -10.3681201934814 -170377.739398181 6 
-12.2182285691208 -12.3405588071738 -303405.672838378 4 
-10.3854647165016 -10.5896492004395 -201103.549865848 6 
-12.6198231443458 -12.8042469024658 -308183.400273495 5 
-10.6005558175488 -10.7957515716553 -228816.380804051 6 
-11.9674104786091 -12.0653419494629 -406938.877600376 3 
-12.8358480098489 -12.9755744934082 -528890.310071387 4 
-10.1073669159839 -10.3012571334839 -199376.170787214 6 
-11.534337593813 -11.7144765853882 -281834.455162124 6 
-12.5732552442249 -12.7009973526001 -315487.523100612 4 
-11.4648504447768 -11.8957571037519 -221527.33846729 4 
-13.5656321927861 -13.7149325529147 -344786.80489591 5 
-12.0837701146582 -13.0488725793522 -24972.4790777904 36 
-10.7085437521267 -10.9198568413555 -193010.413925712 6 
-14.0442930207949 -21.072257157808 -1023363.52914575 6 
-10.6640978791496 -10.8579880966496 -220155.648680624 6 
-9.79984012068456 -9.98614978790283 -174765.704985407 6 
