0.000129260145 9.36170954854898e-310 -nan 2 
-11.5427817993717 -11.7224149952728 -280684.216669803 6 
-11.1257575715015 -11.3196477890015 -281547.110511879 6 
-12.4760435076524 -12.6157426834106 -296443.521290235 5 
-9.91531312112305 -10.109203338623 -153521.209556728 6 
-11.7070273934684 -11.7473784105115 -554086.364725138 2 
-12.1862687708644 -12.2638248578644 -363508.606085807 3 
-12.5507027262845 -12.6718587875366 -386555.329908898 4 
-11.7083510587813 -11.9797973632812 -176260.553068656 8 
-12.6363156998584 -12.8302059173584 -426198.115565861 6 
-17.5920540403158 -18.2572574615479 -2168608.51378476 2 
-12.1162088611382 -12.2325429916382 -350090.123085336 4 
-14.0498907471675 -15.2296179962011 -440965.557592971 5 
-12.7161860258588 -12.7937421128588 -523213.015575221 3 
-12.6118847017554 -12.9706318524068 -242585.180882942 5 
-10.8882609783837 -11.587666935872 -280041.95071645 6 
-12.4151132800835 -12.5314474105835 -381616.689798162 4 
-13.5552822969728 -13.6775207519531 -570871.775651624 4 
-10.6685432160327 -10.8624334335327 -236568.320178216 6 
-11.8079154803655 -11.9779334877768 -207087.961211144 5 
-11.6324762821803 -11.8184648514076 -185006.544674967 5 
-11.0754798615405 -11.2693700790405 -258447.411229016 6 
-11.1658207170074 -11.2045987605074 -441098.528636968 2 
-13.8219519272407 -15.8450694002935 -763678.484213204 4 
-12.0930741222985 -13.3723599236923 -23041.4952369417 48 
-10.3787063324878 -10.5725965499878 -188277.573051929 6 
-10.0019901608446 -10.1790104173404 -159894.116244688 6 
-13.6901932091862 -13.8886081216641 -493285.036875417 6 
-12.2347028076569 -12.3372061048583 -433798.409700612 3 
-11.2757009232471 -11.4695911407471 -299286.772934988 6 
-12.3063374491079 -12.4614496231079 -308454.997381403 5 
-13.1093258068819 -13.2794922503922 -639995.866088432 3 
-9.76146668203494 -9.95896244049072 -159831.2389839 6 
-14.6304610006895 -14.6692390441895 -1673934.44461083 2 
-13.9105623462456 -14.0268964767456 -485162.530259892 4 
-11.0641578400562 -11.2580480575562 -269736.212842283 6 
-10.0225933924246 -10.2152767181396 -168621.938057716 6 
-10.9582152823111 -11.1486278915593 -237151.427321303 6 
-11.5347233518 -12.0950595581565 -306452.056984781 6 
-10.8325382601183 -12.0341863632202 -32127.6445152036 32 
-13.6011721582785 -13.7352800369263 -581852.363901187 6 
-10.6621216922089 -10.8560119097089 -191842.22270756 6 
-10.0832647049854 -10.2771549224854 -208349.287636166 6 
-12.6855837170633 -12.8794739345633 -323072.08685008 6 
-12.1627373899673 -21.0860814740777 -979221.528168217 6 
-11.5009667782057 -11.6560789522057 -214289.250562692 5 
-11.0065399358452 -11.2111406326294 -261427.935284687 6 
-12.0431827271411 -12.2370729446411 -393514.975494928 6 
-10.945485840091 -11.1458129882812 -248821.488157892 6 
-11.5962425108663 -11.7560300827026 -206202.557470399 5 
-11.7853130174202 -11.9792032349202 -336787.704220579 6 
-10.9376477751449 -11.1315379926449 -266991.520709374 6 
-11.0813660621266 -11.2996912356202 -249513.537344291 6 
-13.0476325411522 -13.1595525741577 -546188.033041716 4 
-12.0200322554325 -12.1494096317217 -346828.082668372 4 
-10.6298053664228 -10.9021531961312 -188376.812179623 6 
-11.0711713113566 -11.5267703684264 -274695.957793378 6 
-12.0024328665466 -12.0799889535466 -532014.783712151 3 
-12.2299368937761 -12.3868036270142 -273762.465592287 5 
-14.1827162054868 -14.299250147018 -480931.632236908 5 
-13.7757474186176 -13.9386959075928 -413694.507037324 5 
-10.317713739446 -10.5180625915527 -197567.010444376 6 
-13.6332243334589 -13.7537240982056 -595454.814353995 4 
-12.4581468766124 -13.1058337893878 -321730.037588564 6 
-11.7469056170339 -11.8884258270264 -302102.965133756 6 
-9.96779430446397 -10.1761541366577 -163500.370671084 6 
-11.902022928939 -12.0683004796387 -220921.549270311 5 
-11.9530716376289 -12.6262578722793 -399128.266057765 4 
-11.9238758907595 -12.0421052333017 -221015.805350175 5 
-11.1217903377141 -11.8365407502911 -254919.501413764 6 
-9.89844958321665 -10.0856332778931 -157828.368833942 6 
-11.8817508445846 -12.035813331604 -227382.058515246 5 
-10.6186900045903 -10.8274688720703 -237777.052990202 6 
-12.4420146402016 -12.6359048577016 -380267.923198401 6 
-9.89189946298096 -10.085789680481 -153794.240812664 6 
-15.7590806954163 -16.1632135207044 -553439.361330305 5 
-10.7106270575277 -10.9257345199585 -243627.855942871 6 
-9.27047134389838 -12.0296440124512 -12138.1647286858 72 
-10.6513734119736 -10.8588943481445 -231811.448753322 6 
-12.187845978156 -13.1370121386608 -314577.558374565 5 
-10.0413202452799 -10.2220935821533 -167259.667226311 6 
-12.577521678252 -12.771411895752 -426547.864304069 6 
-13.1828039690759 -13.3766941865759 -433423.925530339 6 
-14.1292064861886 -14.3664100016176 -462402.695710204 5 
-10.9942522824229 -11.2330280425714 -232742.631946695 6 
-12.1994305653045 -12.3933207828045 -336992.107628435 6 
-10.8960210336233 -11.1012315750122 -254117.993440835 6 
-13.3621657763588 -13.4835443097644 -536452.69256316 4 
-10.1550587028962 -10.4219598785767 -133676.31547395 6 
-10.9382501875116 -11.1710686084665 -245542.616098231 6 
-10.7434404537035 -10.9058599472046 -246559.055826953 6 
-10.3821004102392 -10.5759906277392 -217019.337490389 6 
-10.9475135836629 -12.1477060317993 -34046.3439353399 32 
-11.1853250229785 -11.3792152404785 -261193.02604686 6 
-12.4616445916353 -12.6856079101562 -429431.771780662 6 
-11.6455765695913 -11.8006887435913 -246499.344603758 5 
-11.4661894930688 -12.0478601455688 -75715.7872679444 16 
