25.8998072593021 25.8908883092971 1.00818684442178e+250 70 
16.1138077034949 2.68814884098658 26043.0309064505 67 
14.2576659944907 2.15823889325942 30838.4316599893 41 
15.8127250443155 2.25140784191219 22502.3848626204 46 
12.4455218913819 1.83280459113451 9260.33849664949 44 
13.1516756556798 2.10349410287165 7539.08941198131 45 
19.7593798489734 1.97708028253692 16365.5292781495 54 
20.0120610411803 2.70053096201819 25843.8777196425 58 
24.2398181320896 2.97065258893444 27014.548064375 63 
15.1448699420814 2.13509668230499 13921.9156799571 44 
11.5144889013746 2.24114079920044 23169.9031498014 53 
